OPDIV,CFDA Number,CFDA Program Title,Award Number,Award Title,Action Date,Recipient Name,City,State,Approp Code,Award Amount
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34541,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"Carolina Family Health Centers, Inc.",WILSON,NC,CV,"$49,964"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36491,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"Carolina Family Health Centers, Inc.",WILSON,NC,C3,"$630,727"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36370,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,BERTIE COUNTY RURAL HEALTH ASSOCIATION,WINDSOR,NC,C3,"$559,460"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34550,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,BERTIE COUNTY RURAL HEALTH ASSOCIATION,WINDSOR,NC,CV,"$52,895"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X37057,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,WAKE FOREST UNIVERSITY HEALTH SCIENCES,WINSTON SALEM,NC,C3,"$36,623"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C36820,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,WAKE FOREST UNIVERSITY HEALTH SCIENCES,WINSTON SALEM,NC,C3,"$115,138"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36352,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,UNITED HEALTH CENTERS,WINSTON-SALEM,NC,C3,"$32,823"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34553,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,UNITED HEALTH CENTERS,WINSTON-SALEM,NC,CV,"$60,724"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34553,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,UNITED HEALTH CENTERS,WINSTON-SALEM,NC,CV,"$2,941"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36352,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,UNITED HEALTH CENTERS,WINSTON-SALEM,NC,C3,"$677,642"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36411,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"CASWELL FAMILY MEDICAL CENTER, INC",YANCEYVILLE,NC,C3,"$573,605"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34565,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"CASWELL FAMILY MEDICAL CENTER, INC",YANCEYVILLE,NC,CV,"$53,315"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35899,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Coal County Community Health Center,BEULAH,ND,C3,"$695,270"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34268,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Coal County Community Health Center,BEULAH,ND,CV,"$59,114"
HRSA,93917,HIV Care Formula Grants,X7C36896,Ryan White HIV/AIDS Program Part B COVID-19 Response,4/13/2020,ND ST DEPARTMENT OF HEALTH,BISMARCK,ND,C3,"$50,000"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34269,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,FAMILY HEALTH CARE CENTER,FARGO,ND,CV,"$15,705"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35916,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,FAMILY HEALTH CARE CENTER,FARGO,ND,C3,"$762,710"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35916,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,FAMILY HEALTH CARE CENTER,FARGO,ND,C3,"$197,640"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34269,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,FAMILY HEALTH CARE CENTER,FARGO,ND,CV,"$60,609"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35915,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Spectra Health,GRAND FORKS,ND,C3,"$637,490"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34256,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Spectra Health,GRAND FORKS,ND,CV,"$56,165"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35897,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Northland Hlth Partners Community Hlth Ctr,TURTLE LAKE,ND,C3,"$650,630"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34263,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Northland Hlth Partners Community Hlth Ctr,TURTLE LAKE,ND,CV,"$57,704"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37318,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,CHADRON COMMUNITY HOSPITAL,CHADRON,NE,C3,"$40,000"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35902,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,EAST-CENTRAL DISTRICT HEALTH DEPT,COLUMBUS,NE,C3,"$807,515"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34257,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,EAST-CENTRAL DISTRICT HEALTH DEPT,COLUMBUS,NE,CV,"$67,985"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34287,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,GERING,NE,CV,"$8,053"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35892,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,GERING,NE,C3,"$91,329"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34287,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,GERING,NE,CV,"$53,990"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35892,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,GERING,NE,C3,"$612,281"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35914,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"HEARTLAND HEALTH CENTER, INC",GRAND ISLAND,NE,C3,"$609,635"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34284,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"HEARTLAND HEALTH CENTER, INC",GRAND ISLAND,NE,CV,"$56,631"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34289,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,BLUESTEM HEALTH,LINCOLN,NE,CV,"$73,607"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35923,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,BLUESTEM HEALTH,LINCOLN,NE,C3,"$908,735"
HRSA,93917,HIV Care Formula Grants,X7C36897,Ryan White HIV/AIDS Program Part B COVID-19 Response,4/13/2020,NE ST DEPARTMENT OF ADMINISTRATIVE SERVICES,LINCOLN,NE,C3,"$90,189"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35891,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"MIDTOWN HEALTH CENTER, INC",NORFOLK,NE,C3,"$668,870"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34276,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"MIDTOWN HEALTH CENTER, INC",NORFOLK,NE,CV,"$59,526"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X36966,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,UNIVERSITY OF NEBRASKA AT OMAHA,OMAHA,NE,C3,"$27,041"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35904,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"CHARLES DREW HEALTH CENTER, INC",OMAHA,NE,C3,"$397,141"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34275,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"CHARLES DREW HEALTH CENTER, INC",OMAHA,NE,CV,"$28,562"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34275,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"CHARLES DREW HEALTH CENTER, INC",OMAHA,NE,CV,"$32,361"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34275,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"CHARLES DREW HEALTH CENTER, INC",OMAHA,NE,CV,"$11,312"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35904,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"CHARLES DREW HEALTH CENTER, INC",OMAHA,NE,C3,"$138,822"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35904,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"CHARLES DREW HEALTH CENTER, INC",OMAHA,NE,C3,"$350,512"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37310,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,UNIVERSITY OF NEBRASKA MEDICAL CENTER,OMAHA,NE,C3,"$100,500"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35910,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"ONEWORLD Community Health Centers, Inc",OMAHA,NE,C3,"$1,883,060"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34267,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"ONEWORLD Community Health Centers, Inc",OMAHA,NE,CV,"$130,750"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34520,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"COOS COUNTY FAMILY HEALTH SERVICES, INC.",BERLIN,NH,CV,"$58,855"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36248,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"COOS COUNTY FAMILY HEALTH SERVICES, INC.",BERLIN,NH,C3,"$714,980"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34503,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Indian Stream Health Center,COLEBROOK,NH,CV,"$53,287"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36205,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Indian Stream Health Center,COLEBROOK,NH,C3,"$570,950"
HRSA,93917,HIV Care Formula Grants,X7C36878,Ryan White HIV/AIDS Program Part B COVID-19 Response,4/13/2020,NH ST DEPARTMENT OF HEALTH & HUMAN SERVICES,CONCORD,NH,C3,"$50,000"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36228,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,GREATER SEACOAST COMMUNITY HEALTH dba Goodwin Comm Hlth,DOVER,NH,C3,"$129,632"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36228,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,GREATER SEACOAST COMMUNITY HEALTH dba Goodwin Comm Hlth,DOVER,NH,C3,"$700,278"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34524,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,GREATER SEACOAST COMMUNITY HEALTH dba Goodwin Comm Hlth,DOVER,NH,CV,"$55,285"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34524,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,GREATER SEACOAST COMMUNITY HEALTH dba Goodwin Comm Hlth,DOVER,NH,CV,"$10,234"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36221,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"Health First Family Care Center, Inc.",FRANKLIN,NH,C3,"$591,455"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34513,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"Health First Family Care Center, Inc.",FRANKLIN,NH,CV,"$54,195"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X37020,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,C3,"$36,149"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37245,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,C3,"$97,750"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36218,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"AMMONOOSUC COMMUNITY HEALTH SERVICES, INC.",LITTLETON,NH,C3,"$693,410"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34515,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"AMMONOOSUC COMMUNITY HEALTH SERVICES, INC.",LITTLETON,NH,CV,"$58,400"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36223,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,AMOSKEAG HEALTH,MANCHESTER,NH,C3,"$829,895"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34519,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"MANCHESTER, NH, HEALTH DEPARTMENT",MANCHESTER,NH,CV,"$52,447"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34522,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,AMOSKEAG HEALTH,MANCHESTER,NH,CV,"$66,772"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36292,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"MANCHESTER, NH, HEALTH DEPARTMENT",MANCHESTER,NH,C3,"$541,415"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34523,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"Harbor Homes, Inc",NASHUA,NH,CV,"$53,084"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36209,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"Harbor Homes, Inc",NASHUA,NH,C3,"$561,995"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36222,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"Lamprey Health Care, Inc.",NEWMARKET,NH,C3,"$838,580"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34506,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"Lamprey Health Care, Inc.",NEWMARKET,NH,CV,"$66,233"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36235,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Mid-State Health Center,PLYMOUTH,NH,C3,"$698,705"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34502,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Mid-State Health Center,PLYMOUTH,NH,CV,"$58,127"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35037,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,VISITING NURSE ASS. OF CENTRAL JERSEY COMMTY HLTH CNTR,ASBURY PARK,NJ,CV,"$62,473"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36385,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,VISITING NURSE ASS. OF CENTRAL JERSEY COMMTY HLTH CNTR,ASBURY PARK,NJ,C3,"$738,200"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C36812,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,VISITING NURSE ASS. OF CENTRAL JERSEY COMMTY HLTH CNTR,ASBURY PARK,NJ,C3,"$48,250"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35046,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"COMMUNITY HEALTH CARE, INC",BRIDGETON,NJ,CV,"$57,498"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36501,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"COMMUNITY HEALTH CARE, INC",BRIDGETON,NJ,C3,"$917,020"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36501,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"COMMUNITY HEALTH CARE, INC",BRIDGETON,NJ,C3,"$914,455"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35046,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"COMMUNITY HEALTH CARE, INC",BRIDGETON,NJ,CV,"$57,337"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35056,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CAMCARE HEALTH CORPORATION,CAMDEN,NJ,CV,"$90,734"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36413,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"OSBORN FAMILY HEALTH CENTER, INC., THE",CAMDEN,NJ,C3,"$638,360"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35053,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"OSBORN FAMILY HEALTH CENTER, INC., THE",CAMDEN,NJ,CV,"$57,825"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36358,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"Project H.O.PE., Incorporated",CAMDEN,NJ,C3,"$588,995"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35097,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"Project H.O.PE., Incorporated",CAMDEN,NJ,CV,"$53,694"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36483,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,CAMCARE HEALTH CORPORATION,CAMDEN,NJ,C3,"$1,309,625"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37185,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,COOPER HEALTH SYSTEM (THE),CAMDEN,NJ,C3,"$108,405"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37167,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,C3,"$56,500"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36481,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,C3,"$85,932"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35116,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,CV,"$6,092"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36481,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,C3,"$1,324,849"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36481,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,C3,"$133,819"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36481,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,C3,"$123,975"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35116,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,CV,"$8,789"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35116,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,CV,"$9,487"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35116,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"ZUFALL HEALTH CENTER, INC.",DOVER,NJ,CV,"$93,925"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35036,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,AtlantiCare Health Services,EGG HARBOR TOWNSHIP,NJ,CV,"$48,401"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C35036,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,AtlantiCare Health Services,EGG HARBOR TOWNSHIP,NJ,CV,"$12,100"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D36375,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,AtlantiCare Health Services,EGG HARBOR TOWNSHIP,NJ,C3,"$138,823"
